v,X,Y,r,cos_theta,sin_theta,dBA
12.5,-504.0312355996988,208.77657364506408,545.559478116852,-0.9238795325112867,0.3826834323650899,34.483143408000004
12.5,-568.969557337593,235.67490722664743,615.8482110660267,-0.9238795325112867,0.3826834323650899,33.496416784
12.5,-642.2743955377389,266.03876539671325,695.1927961775606,-0.9238795325112867,0.3826834323650899,32.498000104
12.5,-725.0236745418787,300.3146390368232,784.7599703514607,-0.9238795325112867,0.38268343236509,31.490030112
12.5,-818.4341961913409,339.006543972376,885.8667904100824,-0.9238795325112866,0.38268343236508984,30.474093464
12.5,-923.8795325112868,382.6834323650899,1000.0000000000001,-0.9238795325112867,0.3826834323650899,29.451756552
12.5,92.38795325112864,-38.26834323650904,99.99999999999999,0.9238795325112865,-0.38268343236509045,46.259698432
12.5,104.29102236506772,-43.19875589736691,112.88378916846895,0.9238795325112865,-0.3826834323650904,45.771632684
12.5,117.72765780822373,-48.76439253058516,127.42749857031335,0.9238795325112865,-0.3826834323650904,45.227001888
12.5,132.89544103321185,-55.04709405351037,143.8449888287663,0.9238795325112866,-0.3826834323650904,44.625392236
12.5,150.01740947043766,-62.13924559473339,162.37767391887206,0.9238795325112866,-0.38268343236509045,43.968024232000005
12.5,169.34533622260764,-70.14513498803598,183.29807108324357,0.9238795325112865,-0.38268343236509045,43.256133264000006
12.5,191.16343230816327,-79.18248629183246,206.913808111479,0.9238795325112865,-0.3826834323650904,42.493457684
12.5,215.79252589395568,-89.38419088402391,233.57214690901216,0.9238795325112865,-0.3826834323650904,41.683173672
12.5,243.59477997144663,-100.90026158746338,263.6650898730358,0.9238795325112864,-0.3826834323650904,40.830411544
12.5,274.9790178483637,-113.90003856082583,297.63514416313194,0.9238795325112865,-0.3826834323650904,39.940287308
12.5,310.4067347654731,-128.5746793918073,335.9818286283781,0.9238795325112865,-0.3826834323650904,39.018331836
12.5,350.3988840373853,-145.13997000868267,379.26901907322497,0.9238795325112865,-0.3826834323650904,38.069387784
12.5,395.5435375054301,-163.8394977437804,428.1332398719397,0.9238795325112864,-0.3826834323650903,37.098236136
12.5,446.5045329471331,-184.94823320776732,483.2930238571752,0.9238795325112865,-0.38268343236509034,36.108823772
12.5,504.0312355996987,-208.7765736450644,545.559478116852,0.9238795325112865,-0.38268343236509045,35.104710528
12.5,568.9695573375928,-235.67490722664772,615.8482110660267,0.9238795325112865,-0.38268343236509034,34.089057424
12.5,642.2743955377388,-266.0387653967136,695.1927961775606,0.9238795325112865,-0.3826834323650904,33.0641551
12.5,725.0236745418786,-300.3146390368235,784.7599703514607,0.9238795325112865,-0.38268343236509034,32.032108964
12.5,818.4341961913407,-339.00654397237645,885.8667904100822,0.9238795325112866,-0.38268343236509045,30.994417172
12.5,923.8795325112864,-382.6834323650904,999.9999999999999,0.9238795325112865,-0.38268343236509045,29.952508556000005
13.0,100.0,0.0,100.0,1.0,0.0,46.39172604
13.0,112.88378916846897,0.0,112.88378916846897,1.0,0.0,45.92321278
13.0,127.42749857031336,0.0,127.42749857031336,1.0,0.0,45.402699576
13.0,143.8449888287663,0.0,143.8449888287663,1.0,0.0,44.829736632
13.0,162.3776739188721,0.0,162.3776739188721,1.0,0.0,44.202736612
13.0,183.2980710832436,0.0,183.2980710832436,1.0,0.0,43.522951916
13.0,206.913808111479,0.0,206.913808111479,1.0,0.0,42.792006428
13.0,233.57214690901213,0.0,233.57214690901213,1.0,0.0,42.012464216000005
13.0,263.6650898730358,0.0,263.6650898730358,1.0,0.0,41.188388156
13.0,297.63514416313194,0.0,297.63514416313194,1.0,0.0,40.324777196
13.0,335.9818286283781,0.0,335.9818286283781,1.0,0.0,39.426568416
13.0,379.26901907322497,0.0,379.26901907322497,1.0,0.0,38.498383784
13.0,428.1332398719396,0.0,428.1332398719396,1.0,0.0,37.545320152
13.0,483.2930238571752,0.0,483.2930238571752,1.0,0.0,36.571458244000006
13.0,545.559478116852,0.0,545.559478116852,1.0,0.0,35.580635632
13.0,615.8482110660267,0.0,615.8482110660267,1.0,0.0,34.576200428
13.0,695.1927961775606,0.0,695.1927961775606,1.0,0.0,33.560920392
13.0,784.7599703514607,0.0,784.7599703514607,1.0,0.0,32.536889356
13.0,885.8667904100823,0.0,885.8667904100823,1.0,0.0,31.506044811999995
13.0,1000.0,0.0,1000.0,1.0,0.0,30.46992816
13.0,-100.0,1.2246467991473532e-14,100.0,-1.0,1.2246467991473532e-16,45.665214636
13.0,-112.88378916846897,1.3824277108079016e-14,112.88378916846897,-1.0,1.224646799147353e-16,45.178428
13.0,-127.42749857031336,1.5605367824748817e-14,127.42749857031336,-1.0,1.224646799147353e-16,44.64064448
13.0,-143.8449888287663,1.7615930514253545e-14,143.8449888287663,-1.0,1.2246467991473532e-16,44.055716164
13.0,-162.3776739188721,1.988552986177393e-14,162.3776739188721,-1.0,1.224646799147353e-16,43.424064084
13.0,-183.2980710832436,2.2447539604197825e-14,183.2980710832436,-1.0,1.224646799147353e-16,42.747310148
13.0,-206.913808111479,2.5339633280311242e-14,206.913808111479,-1.0,1.2246467991473532e-16,42.02635607199999
13.0,-233.57214690901213,2.8604338208209714e-14,233.57214690901213,-1.0,1.2246467991473535e-16,41.262480872
13.0,-263.6650898730358,3.2289660835991253e-14,263.6650898730358,-1.0,1.2246467991473532e-16,40.458247256
13.0,-297.63514416313194,3.644979266131405e-14,297.63514416313194,-1.0,1.224646799147353e-16,39.61717976799999
13.0,-335.9818286283781,4.1145907100141776e-14,335.9818286283781,-1.0,1.2246467991473532e-16,38.742927324
13.0,-379.26901907322497,4.644705902237815e-14,379.26901907322497,-1.0,1.2246467991473535e-16,37.83907502
13.0,-428.1332398719396,5.243120018177568e-14,428.1332398719396,-1.0,1.2246467991473532e-16,36.90991812
13.0,-483.2930238571752,5.918632547169352e-14,483.2930238571752,-1.0,1.2246467991473535e-16,35.958984592
13.0,-545.559478116852,6.681176686203033e-14,545.559478116852,-1.0,1.2246467991473532e-16,34.989748576
13.0,-615.8482110660267,7.541965404426332e-14,615.8482110660267,-1.0,1.2246467991473532e-16,34.00535072
13.0,-695.1927961775606,8.513656326291479e-14,695.1927961775606,-1.0,1.2246467991473532e-16,33.008467964
13.0,-784.7599703514607,9.610537857898881e-14,784.7599703514607,-1.0,1.2246467991473532e-16,32.001190596
13.0,-885.8667904100823,1.0848739293466467e-13,885.8667904100823,-1.0,1.2246467991473535e-16,30.985502604000004
13.0,-1000.0,1.2246467991473532e-13,1000.0,-1.0,1.2246467991473532e-16,29.963028284
13.0,92.38795325112868,38.268343236508976,100.0,0.9238795325112867,0.3826834323650898,46.202586408
13.0,104.29102236506776,43.19875589736685,112.88378916846897,0.9238795325112867,0.38268343236508984,45.7140234
13.0,117.72765780822375,48.76439253058509,127.42749857031335,0.9238795325112867,0.38268343236508984,45.17202382
13.0,132.89544103321188,55.047094053510286,143.8449888287663,0.9238795325112867,0.3826834323650898,44.57588516
13.0,150.0174094704377,62.13924559473329,162.3776739188721,0.9238795325112867,0.3826834323650898,43.926376428
13.0,169.34533622260767,70.14513498803586,183.29807108324357,0.9238795325112867,0.3826834323650898,43.22414132
13.0,191.1634323081633,79.18248629183233,206.91380811147897,0.9238795325112868,0.3826834323650898,42.47229806399999
13.0,215.7925258939557,89.38419088402375,233.5721469090121,0.9238795325112868,0.3826834323650898,41.673454728
13.0,243.59477997144677,100.90026158746322,263.66508987303587,0.9238795325112867,0.3826834323650897,40.832250528
13.0,274.9790178483637,113.90003856082564,297.6351441631319,0.9238795325112866,0.38268343236508984,39.95343
13.0,310.4067347654732,128.5746793918071,335.9818286283781,0.9238795325112866,0.3826834323650898,39.042252528
13.0,350.39888403738536,145.13997000868244,379.26901907322497,0.9238795325112867,0.3826834323650898,38.10339346
13.0,395.5435375054301,163.83949774378016,428.13323987193957,0.9238795325112867,0.38268343236508984,37.141541456
13.0,446.5045329471332,184.94823320776703,483.2930238571752,0.9238795325112867,0.3826834323650898,36.160610432
13.0,504.0312355996988,208.776573645064,545.559478116852,0.9238795325112867,0.3826834323650897,35.164166892
13.0,568.969557337593,235.67490722664732,615.8482110660266,0.9238795325112868,0.3826834323650898,34.155403552
13.0,642.2743955377389,266.0387653967132,695.1927961775606,0.9238795325112867,0.38268343236508984,33.136664604
13.0,725.0236745418787,300.31463903682305,784.7599703514605,0.9238795325112868,0.38268343236508984,32.11010842
13.0,818.4341961913409,339.0065439723759,885.8667904100823,0.9238795325112867,0.3826834323650897,31.07729804
13.0,923.8795325112868,382.6834323650898,1000.0000000000001,0.9238795325112867,0.3826834323650898,30.039717436
13.0,-92.38795325112868,-38.26834323650897,100.0,-0.9238795325112867,-0.38268343236508967,45.505746676
13.0,-104.29102236506776,-43.19875589736683,112.88378916846897,-0.9238795325112867,-0.3826834323650896,45.013883708
13.0,-117.72765780822375,-48.76439253058507,127.42749857031333,-0.9238795325112868,-0.3826834323650897,44.463622768
13.0,-132.89544103321188,-55.04709405351027,143.8449888287663,-0.9238795325112867,-0.38268343236508967,43.859435788
13.0,-150.0174094704377,-62.13924559473328,162.3776739188721,-0.9238795325112867,-0.3826834323650897,43.20521428
13.0,-169.3453362226077,-70.14513498803584,183.2980710832436,-0.9238795325112867,-0.38268343236508956,42.503028028
13.0,-191.16343230816327,-79.18248629183232,206.91380811147894,-0.9238795325112867,-0.3826834323650898,41.756239144
13.0,-215.7925258939557,-89.38419088402374,233.5721469090121,-0.9238795325112868,-0.3826834323650897,40.966954352
13.0,-243.5947799714468,-100.9002615874632,263.66508987303587,-0.9238795325112868,-0.38268343236508967,40.138915424
13.0,-274.9790178483638,-113.90003856082562,297.63514416313194,-0.9238795325112868,-0.38268343236508967,39.275844352
13.0,-310.40673476547323,-128.57467939180708,335.9818286283781,-0.9238795325112868,-0.38268343236508967,38.382003264
13.0,-350.3988840373854,-145.13997000868238,379.26901907322497,-0.9238795325112868,-0.38268343236508967,37.461208408
13.0,-395.54353750543015,-163.8394977437801,428.13323987193957,-0.9238795325112868,-0.38268343236508967,36.517461604
13.0,-446.50453294713327,-184.94823320776695,483.2930238571752,-0.9238795325112868,-0.3826834323650896,35.554168224
13.0,-504.0312355996989,-208.776573645064,545.5594781168521,-0.9238795325112867,-0.38268343236508967,34.574540156
13.0,-568.9695573375931,-235.6749072266473,615.8482110660268,-0.9238795325112867,-0.3826834323650896,33.581545788
13.0,-642.274395537739,-266.0387653967131,695.1927961775606,-0.9238795325112868,-0.38268343236508967,32.577405472
13.0,-725.0236745418788,-300.314639036823,784.7599703514607,-0.9238795325112868,-0.3826834323650897,31.564237836
13.0,-818.434196191341,-339.0065439723758,885.8667904100824,-0.9238795325112867,-0.3826834323650896,30.543608716
13.0,-923.8795325112868,-382.6834323650897,1000.0000000000001,-0.9238795325112867,-0.3826834323650896,29.517048939999995
13.0,70.71067811865476,70.71067811865476,100.0,0.7071067811865476,0.7071067811865476,45.500207276
13.0,79.82089280705695,79.82089280705695,112.88378916846897,0.7071067811865476,0.7071067811865476,44.942456508
13.0,90.10484834870766,90.10484834870766,127.42749857031335,0.7071067811865476,0.7071067811865476,44.326172132
13.0,101.71376704052383,101.71376704052383,143.8449888287663,0.7071067811865476,0.7071067811865476,43.653295924
13.0,114.81835434133248,114.81835434133248,162.37767391887212,0.7071067811865476,0.7071067811865476,42.926959904
13.0,129.61130904137536,129.61130904137536,183.2980710832436,0.7071067811865475,0.7071067811865475,42.151558428
13.0,146.31015683675886,146.31015683675886,206.913808111479,0.7071067811865476,0.7071067811865476,41.33073576
13.0,165.16044897566297,165.16044897566297,233.57214690901213,0.7071067811865475,0.7071067811865475,40.469560276
13.0,186.4393730113841,186.4393730113841,263.6650898730358,0.7071067811865475,0.7071067811865475,39.572928556
13.0,210.45982875718627,210.45982875718627,297.63514416313194,0.7071067811865476,0.7071067811865476,38.645977296
13.0,237.57502937858263,237.57502937858263,335.981828628378,0.7071067811865476,0.7071067811865476,37.693246772
13.0,268.18369528064744,268.18369528064744,379.269019073225,0.7071067811865475,0.7071067811865475,36.719737256
13.0,302.73591716481525,302.73591716481525,428.13323987193957,0.7071067811865476,0.7071067811865476,35.728393956
13.0,341.73977446956053,341.73977446956053,483.2930238571753,0.7071067811865475,0.7071067811865475,34.723396944
13.0,385.76880651702,385.76880651702,545.5594781168521,0.7071067811865475,0.7071067811865475,33.707115768
13.0,435.4704462263917,435.4704462263917,615.8482110660267,0.7071067811865476,0.7071067811865476,32.68206962
13.0,491.5755404091905,491.5755404091905,695.1927961775607,0.7071067811865475,0.7071067811865475,31.649990020000004
13.0,554.9090966392719,554.9090966392719,784.7599703514608,0.7071067811865475,0.7071067811865475,30.612683363999995
13.0,626.4024147269313,626.4024147269313,885.8667904100824,0.7071067811865475,0.7071067811865475,29.5712086
13.0,707.1067811865476,707.1067811865476,1000.0000000000001,0.7071067811865475,0.7071067811865475,28.526433816000004
13.0,-70.71067811865477,-70.71067811865474,100.0,-0.7071067811865477,-0.7071067811865475,44.532919924
13.0,-79.82089280705695,-79.82089280705694,112.88378916846895,-0.7071067811865477,-0.7071067811865475,44.028851468
13.0,-90.10484834870768,-90.10484834870763,127.42749857031335,-0.7071067811865477,-0.7071067811865474,43.447470444
13.0,-101.71376704052383,-101.71376704052382,143.8449888287663,-0.7071067811865476,-0.7071067811865475,42.798247376000006
13.0,-114.81835434133248,-114.81835434133244,162.3776739188721,-0.7071067811865477,-0.7071067811865475,42.089877588
13.0,-129.61130904137536,-129.61130904137534,183.29807108324357,-0.7071067811865476,-0.7071067811865475,41.330489388
13.0,-146.3101568367589,-146.31015683675886,206.91380811147903,-0.7071067811865476,-0.7071067811865475,40.525931268
13.0,-165.160448975663,-165.16044897566297,233.57214690901216,-0.7071067811865476,-0.7071067811865475,39.68226540799999
13.0,-186.43937301138416,-186.4393730113841,263.6650898730358,-0.7071067811865477,-0.7071067811865475,38.804585812
13.0,-210.4598287571863,-210.45982875718624,297.63514416313194,-0.7071067811865477,-0.7071067811865475,37.897753388
13.0,-237.5750293785827,-237.57502937858263,335.9818286283781,-0.7071067811865477,-0.7071067811865475,36.965826216
13.0,-268.18369528064744,-268.1836952806474,379.26901907322497,-0.7071067811865476,-0.7071067811865475,36.013259168000005
13.0,-302.7359171648153,-302.7359171648152,428.13323987193957,-0.7071067811865477,-0.7071067811865475,35.042536872
13.0,-341.7397744695606,-341.7397744695605,483.2930238571752,-0.7071067811865477,-0.7071067811865475,34.057436788000004
13.0,-385.76880651702,-385.7688065170199,545.559478116852,-0.7071067811865476,-0.7071067811865475,33.060058172000005
13.0,-435.4704462263917,-435.4704462263916,615.8482110660267,-0.7071067811865476,-0.7071067811865474,32.052735092
13.0,-491.5755404091906,-491.5755404091904,695.1927961775607,-0.7071067811865476,-0.7071067811865474,31.037101696000004
13.0,-554.909096639272,-554.9090966392718,784.7599703514608,-0.7071067811865477,-0.7071067811865474,30.014923844
13.0,-626.4024147269314,-626.4024147269312,885.8667904100824,-0.7071067811865476,-0.7071067811865474,28.987273428
13.0,-707.1067811865477,-707.1067811865474,1000.0,-0.7071067811865477,-0.7071067811865475,27.955063052
13.0,38.26834323650898,92.38795325112868,100.0,0.38268343236508984,0.9238795325112867,43.137802004
13.0,43.19875589736685,104.29102236506776,112.88378916846897,0.38268343236508984,0.9238795325112867,42.41780368
13.0,48.76439253058509,117.72765780822375,127.42749857031335,0.38268343236508984,0.9238795325112867,41.639057824
13.0,55.04709405351029,132.89544103321188,143.8449888287663,0.38268343236508984,0.9238795325112867,40.812520944
13.0,62.1392455947333,150.0174094704377,162.3776739188721,0.38268343236508984,0.9238795325112867,39.944673816
13.0,70.14513498803586,169.34533622260767,183.29807108324357,0.3826834323650898,0.9238795325112867,39.041898532
13.0,79.18248629183235,191.1634323081633,206.913808111479,0.38268343236508984,0.9238795325112866,38.108813876
13.0,89.38419088402377,215.7925258939557,233.57214690901213,0.38268343236508984,0.9238795325112867,37.148999892000006
13.0,100.90026158746323,243.59477997144677,263.66508987303587,0.3826834323650898,0.9238795325112867,36.1668515
13.0,113.90003856082566,274.9790178483637,297.6351441631319,0.3826834323650899,0.9238795325112866,35.165083548
13.0,128.57467939180714,310.4067347654732,335.9818286283781,0.3826834323650899,0.9238795325112866,34.14777858
13.0,145.13997000868247,350.39888403738536,379.26901907322497,0.3826834323650899,0.9238795325112867,33.118550332000005
13.0,163.83949774378016,395.5435375054301,428.13323987193957,0.38268343236508984,0.9238795325112867,32.07959906
13.0,184.94823320776703,446.5045329471332,483.2930238571752,0.3826834323650898,0.9238795325112867,31.033194048
13.0,208.77657364506405,504.0312355996988,545.559478116852,0.38268343236508984,0.9238795325112867,29.981239648
13.0,235.6749072266474,568.969557337593,615.8482110660267,0.38268343236508984,0.9238795325112867,28.925235404
13.0,266.0387653967132,642.2743955377389,695.1927961775606,0.38268343236508984,0.9238795325112867,27.866931388000005
13.0,300.3146390368231,725.0236745418787,784.7599703514607,0.38268343236508984,0.9238795325112867,26.806513376
13.0,339.00654397237594,818.4341961913409,885.8667904100824,0.3826834323650898,0.9238795325112866,25.745242628
13.0,382.68343236508986,923.8795325112868,1000.0000000000001,0.38268343236508984,0.9238795325112867,24.683138836
13.0,-38.26834323650903,-92.38795325112864,99.99999999999999,-0.3826834323650904,-0.9238795325112865,41.136512744
13.0,-43.19875589736691,-104.29102236506772,112.88378916846895,-0.3826834323650904,-0.9238795325112865,40.716867392
13.0,-48.76439253058516,-117.72765780822373,127.42749857031335,-0.3826834323650904,-0.9238795325112865,40.181896016
13.0,-55.04709405351037,-132.89544103321185,143.8449888287663,-0.3826834323650904,-0.9238795325112866,39.553047716
13.0,-62.13924559473338,-150.01740947043766,162.37767391887206,-0.3826834323650904,-0.9238795325112866,38.845855848
13.0,-70.14513498803596,-169.34533622260764,183.29807108324357,-0.38268343236509034,-0.9238795325112865,38.075689876
13.0,-79.18248629183246,-191.16343230816327,206.913808111479,-0.3826834323650904,-0.9238795325112865,37.254654524
13.0,-89.3841908840239,-215.79252589395568,233.57214690901216,-0.38268343236509034,-0.9238795325112865,36.3923856
13.0,-100.90026158746336,-243.59477997144663,263.6650898730358,-0.38268343236509034,-0.9238795325112864,35.497291876000006
13.0,-113.90003856082582,-274.9790178483637,297.63514416313194,-0.38268343236509034,-0.9238795325112865,34.574718892
13.0,-128.5746793918073,-310.4067347654731,335.9818286283781,-0.3826834323650904,-0.9238795325112865,33.630145856000006
13.0,-145.13997000868264,-350.3988840373853,379.26901907322497,-0.38268343236509034,-0.9238795325112865,32.66788776
13.0,-163.83949774378038,-395.5435375054301,428.1332398719397,-0.3826834323650902,-0.9238795325112864,31.69067622
13.0,-184.9482332077673,-446.5045329471331,483.2930238571752,-0.3826834323650903,-0.9238795325112865,30.701060968
13.0,-208.7765736450643,-504.0312355996987,545.559478116852,-0.38268343236509034,-0.9238795325112865,29.701179328
13.0,-235.6749072266477,-568.9695573375928,615.8482110660267,-0.38268343236509034,-0.9238795325112865,28.692789015999995
13.0,-266.0387653967136,-642.2743955377388,695.1927961775606,-0.3826834323650904,-0.9238795325112865,27.677742204
13.0,-300.3146390368235,-725.0236745418786,784.7599703514607,-0.38268343236509034,-0.9238795325112865,26.656638824
13.0,-339.0065439723764,-818.4341961913407,885.8667904100822,-0.3826834323650904,-0.9238795325112866,25.630871964
13.0,-382.6834323650903,-923.8795325112864,999.9999999999998,-0.3826834323650904,-0.9238795325112865,24.600865848
13.0,6.123233995736766e-15,100.0,100.0,6.123233995736766e-17,1.0,33.296639768000006
13.0,6.912138554039508e-15,112.88378916846897,112.88378916846897,6.123233995736765e-17,1.0,32.424168351999995
13.0,7.802683912374408e-15,127.42749857031336,127.42749857031336,6.123233995736765e-17,1.0,31.565222876000004
13.0,8.807965257126772e-15,143.8449888287663,143.8449888287663,6.123233995736766e-17,1.0,30.72530676
13.0,9.942764930886967e-15,162.3776739188721,162.3776739188721,6.123233995736766e-17,1.0,29.907597083999995
13.0,1.1223769802098913e-14,183.2980710832436,183.2980710832436,6.123233995736765e-17,1.0,29.111142868
13.0,1.2669816640155621e-14,206.913808111479,206.913808111479,6.123233995736766e-17,1.0,28.326760724
13.0,1.4302169104104854e-14,233.57214690901213,233.57214690901213,6.123233995736766e-17,1.0,27.528385444
13.0,1.6144830417995627e-14,263.6650898730358,263.6650898730358,6.123233995736766e-17,1.0,26.701672728
13.0,1.8224896330657027e-14,297.63514416313194,297.63514416313194,6.123233995736766e-17,1.0,25.850049608000003
13.0,2.0572953550070888e-14,335.9818286283781,335.9818286283781,6.123233995736766e-17,1.0,24.97477262
13.0,2.3223529511189074e-14,379.26901907322497,379.26901907322497,6.123233995736767e-17,1.0,24.077043676
13.0,2.621560009088784e-14,428.1332398719396,428.1332398719396,6.123233995736766e-17,1.0,23.159213804
13.0,2.9593162735846753e-14,483.2930238571752,483.2930238571752,6.123233995736766e-17,1.0,22.223270260000003
13.0,3.3405883431015173e-14,545.559478116852,545.559478116852,6.123233995736767e-17,1.0,21.271463592
13.0,3.770982702213166e-14,615.8482110660267,615.8482110660267,6.123233995736766e-17,1.0,20.305959724
13.0,4.25682816314574e-14,695.1927961775606,695.1927961775606,6.123233995736767e-17,1.0,19.328669436
13.0,4.80526892894944e-14,784.7599703514607,784.7599703514607,6.123233995736765e-17,1.0,18.341092420000003
13.0,5.4243696467332334e-14,885.8667904100823,885.8667904100823,6.123233995736767e-17,1.0,17.344762744
13.0,6.123233995736766e-14,1000.0,1000.0,6.123233995736766e-17,1.0,16.340977668
13.0,-1.8369701987210294e-14,-100.0,100.0,-1.8369701987210294e-16,-1.0,33.119894964000004
13.0,-2.0736415662118524e-14,-112.88378916846897,112.88378916846897,-1.8369701987210297e-16,-1.0,32.207115519999995
13.0,-2.3408051737123225e-14,-127.42749857031336,127.42749857031336,-1.8369701987210297e-16,-1.0,31.349428364
13.0,-2.6423895771380314e-14,-143.8449888287663,143.8449888287663,-1.8369701987210297e-16,-1.0,30.529162996
13.0,-2.98282947926609e-14,-162.3776739188721,162.3776739188721,-1.8369701987210297e-16,-1.0,29.737186756
13.0,-3.3671309406296745e-14,-183.2980710832436,183.2980710832436,-1.83697019872103e-16,-1.0,28.957975936000004
13.0,-3.8009449920466865e-14,-206.913808111479,206.913808111479,-1.83697019872103e-16,-1.0,28.174251144
13.0,-4.2906507312314565e-14,-233.57214690901213,233.57214690901213,-1.8369701987210302e-16,-1.0,27.372671628
13.0,-4.8434491253986883e-14,-263.6650898730358,263.6650898730358,-1.83697019872103e-16,-1.0,26.545975952000003
13.0,-5.4674688991971085e-14,-297.63514416313194,297.63514416313194,-1.83697019872103e-16,-1.0,25.691870804
13.0,-6.171886065021266e-14,-335.9818286283781,335.9818286283781,-1.8369701987210297e-16,-1.0,24.81084176
13.0,-6.96705885335672e-14,-379.26901907322497,379.26901907322497,-1.8369701987210297e-16,-1.0,23.904795208000003
13.0,-7.86468002726635e-14,-428.1332398719396,428.1332398719396,-1.8369701987210294e-16,-1.0,22.9770592
13.0,-8.877948820754026e-14,-483.2930238571752,483.2930238571752,-1.83697019872103e-16,-1.0,22.03048372
13.0,-1.0021765029304549e-13,-545.559478116852,545.559478116852,-1.8369701987210297e-16,-1.0,21.067971552
13.0,-1.1312948106639497e-13,-615.8482110660267,615.8482110660267,-1.8369701987210297e-16,-1.0,20.092133308
13.0,-1.277048448943722e-13,-695.1927961775606,695.1927961775606,-1.8369701987210302e-16,-1.0,19.105153808
13.0,-1.4415806786848321e-13,-784.7599703514607,784.7599703514607,-1.8369701987210297e-16,-1.0,18.108677268
13.0,-1.6273108940199698e-13,-885.8667904100823,885.8667904100823,-1.83697019872103e-16,-1.0,17.1042972
13.0,-1.8369701987210297e-13,-1000.0,1000.0,-1.8369701987210297e-16,-1.0,16.093310636
13.0,-38.268343236508976,92.38795325112868,100.0,-0.3826834323650898,0.9238795325112867,40.725722936
13.0,-43.19875589736684,104.29102236506776,112.88378916846897,-0.38268343236508967,0.9238795325112867,40.299620936
13.0,-48.76439253058508,117.72765780822375,127.42749857031335,-0.3826834323650897,0.9238795325112867,39.769989972
13.0,-55.04709405351028,132.89544103321188,143.8449888287663,-0.3826834323650897,0.9238795325112867,39.157837768
13.0,-62.13924559473328,150.0174094704377,162.3776739188721,-0.3826834323650897,0.9238795325112867,38.476740748000005
13.0,-70.14513498803585,169.34533622260767,183.29807108324354,-0.3826834323650898,0.9238795325112868,37.739358020000005
13.0,-79.18248629183233,191.1634323081633,206.91380811147897,-0.3826834323650898,0.9238795325112868,36.95472708
13.0,-89.38419088402375,215.7925258939557,233.5721469090121,-0.3826834323650898,0.9238795325112868,36.129829788
13.0,-100.9002615874632,243.59477997144677,263.66508987303587,-0.38268343236508967,0.9238795325112867,35.27102132
13.0,-113.90003856082564,274.9790178483637,297.6351441631319,-0.38268343236508984,0.9238795325112866,34.382358843999995
13.0,-128.57467939180708,310.4067347654732,335.981828628378,-0.3826834323650898,0.9238795325112868,33.46862886
13.0,-145.1399700086824,350.39888403738536,379.26901907322497,-0.3826834323650897,0.9238795325112867,32.533897624
13.0,-163.83949774378013,395.5435375054301,428.13323987193957,-0.3826834323650897,0.9238795325112867,31.580939836
13.0,-184.948233207767,446.5045329471332,483.2930238571752,-0.3826834323650897,0.9238795325112867,30.612505072
13.0,-208.776573645064,504.0312355996988,545.559478116852,-0.3826834323650897,0.9238795325112867,29.631008676
13.0,-235.6749072266473,568.969557337593,615.8482110660266,-0.3826834323650897,0.9238795325112868,28.638517964
13.0,-266.0387653967132,642.2743955377389,695.1927961775606,-0.38268343236508984,0.9238795325112867,27.637179287999995
13.0,-300.314639036823,725.0236745418787,784.7599703514605,-0.3826834323650898,0.9238795325112868,26.627897212
13.0,-339.0065439723759,818.4341961913409,885.8667904100823,-0.3826834323650897,0.9238795325112867,25.612312108
13.0,-382.68343236508974,923.8795325112868,1000.0000000000001,-0.3826834323650897,0.9238795325112867,24.59109198
13.0,38.268343236509,-92.38795325112866,100.0,0.38268343236508995,-0.9238795325112866,43.28582342
13.0,43.19875589736687,-104.29102236506772,112.88378916846894,0.3826834323650901,-0.9238795325112866,42.55513894
13.0,48.76439253058511,-117.72765780822374,127.42749857031335,0.38268343236509,-0.9238795325112866,41.756682316
13.0,55.04709405351032,-132.89544103321185,143.8449888287663,0.38268343236509,-0.9238795325112866,40.902208444
13.0,62.139245594733325,-150.01740947043768,162.3776739188721,0.38268343236509,-0.9238795325112866,40.000001324
13.0,70.1451349880359,-169.34533622260764,183.29807108324354,0.3826834323650901,-0.9238795325112867,39.05907431599999
13.0,79.18248629183239,-191.1634323081633,206.91380811147903,0.38268343236508995,-0.9238795325112865,38.086900084
13.0,89.38419088402381,-215.79252589395568,233.5721469090121,0.38268343236509006,-0.9238795325112867,37.089380096
13.0,100.90026158746328,-243.5947799714467,263.6650898730358,0.38268343236509,-0.9238795325112866,36.072405036
13.0,113.90003856082572,-274.9790178483637,297.63514416313194,0.38268343236509,-0.9238795325112865,35.039282592
13.0,128.5746793918072,-310.4067347654732,335.9818286283781,0.38268343236509006,-0.9238795325112866,33.994176408
13.0,145.13997000868252,-350.39888403738536,379.26901907322497,0.38268343236509,-0.9238795325112867,32.940489092
13.0,163.83949774378024,-395.5435375054301,428.13323987193957,0.38268343236509,-0.9238795325112867,31.88005972
13.0,184.94823320776715,-446.5045329471332,483.2930238571753,0.38268343236508995,-0.9238795325112866,30.814803995999995
13.0,208.77657364506413,-504.03123559969873,545.559478116852,0.38268343236509,-0.9238795325112866,29.746295568
13.0,235.6749072266475,-568.969557337593,615.8482110660267,0.38268343236509,-0.9238795325112867,28.6757352
13.0,266.0387653967133,-642.2743955377389,695.1927961775606,0.38268343236509,-0.9238795325112867,27.604641860000005
13.0,300.3146390368232,-725.0236745418787,784.7599703514607,0.38268343236509,-0.9238795325112867,26.532951040000004
